Accident Number,Date and Time,Number of Motor Vehicles,Number of Injuries,Number of Fatalities,Property Damage,Hit and Run,Reporting Officer,Collision Type Code,Collision Type Description,Weather Code,Weather Description,Illumination Code,Illumination Description,Harmful Code,Harmful Code Description,Street Address,City,State,ZIP,RPA,Precinct,Latitude,Longitude,Mapped Location
20190577786,08/03/2019 12:00:00 AM,2,1,0,,N,299258,11,Front to Rear,2,RAIN,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,MM 88 4 I 65,NASHVILLE,TN,37207,30040,NORTH,36.2217,-86.7746,POINT (-86.7746 36.2217)
20190051480,01/19/2019 06:35:00 PM,2,0,0,,Y,320586,11,Front to Rear,21,CLEAR,2,DARK - NOT LIGHTED,14,PARKED MOTOR VEHICLE,CLEVELAND AV & MURFREESBORO PKE,NASHVILLE,TN,37210,8161,SOUTH,36.1411,-86.742,POINT (-86.742 36.1411)
20190259249,04/04/2019 07:30:00 AM,4,0,0,,N,226622,11,Front to Rear,21,CLEAR,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,MM 200 0 I 40,NASHVILLE,TN,37209,4708,WEST,36.1189,-86.9133,POINT (-86.9133 36.1189)
20190459947,06/17/2019 03:22:00 PM,2,1,0,,N,824610,11,Front to Rear,21,CLEAR,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,DODSON CHAPEL RD & CHANDLER PL,HERMITAGE,TN,37076,9561,HERMIT,36.1828,-86.6112,POINT (-86.6112 36.1828)
20190048678,01/19/2019 02:45:00 AM,2,0,0,,Y,299262,5,SIDESWIPE - SAME DIRECTION,2,RAIN,3,DARK - LIGHTED,12,MOTOR VEHICLE IN TRANSPORT,4TH AVS & DEMONBREUN ST,NASHVILLE,TN,37201,4053,CENTRA,36.1587,-86.7757,POINT (-86.7757 36.1587)
20190558842,07/26/2019 10:30:00 PM,2,1,0,,N,110090,11,Front to Rear,21,CLEAR,3,DARK - LIGHTED,12,MOTOR VEHICLE IN TRANSPORT,MM 60 8 I 24,ANTIOCH,TN,37013,88060,SOUTH,36.0325,-86.6406,POINT (-86.6406 36.0325)
20190536397,07/18/2019 05:55:00 AM,3,0,0,,N,197067,11,Front to Rear,21,CLEAR,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,MM 209 5 I 40,NASHVILLE,TN,37203,40040,CENTRA,36.1502,-86.7844,POINT (-86.7844 36.1502)
20190129896,02/17/2019 10:00:00 AM,1,0,0,Y,N,262757,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,2,RAIN,1,DAYLIGHT,18,OTHER OBJECT (NOT FIXED),BRILEY PKWYN & BRILEY PKWYS,NASHVILLE,TN,37211,8404,SOUTH,36.1092,-86.727,POINT (-86.727 36.1092)
20190079254,01/30/2019 07:11:00 AM,2,0,0,,N,179602,11,Front to Rear,4,SNOW,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,MM 86 8 I 65,NASHVILLE,TN,37207,3002,NORTH,36.1987,-86.7764,POINT (-86.7764 36.1987)
20190567103,07/30/2019 03:50:00 PM,2,0,0,,N,179582,11,Front to Rear,21,CLEAR,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,APACHE TRL & VILLAS OF BAVARIA PVTDR,NASHVILLE,TN,37211,8709,SOUTH,36.0663,-86.6871,POINT (-86.6871 36.0663)
20190267431,04/07/2019 11:45:00 AM,1,0,0,,N,402660,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,22,CLOUDY,1,DAYLIGHT,34,DITCH,MCCRORY LN & LEWIS RD,NASHVILLE,TN,37221,4809,WEST,36.0509,-86.9838,POINT (-86.9838 36.0509)
20190434737,06/07/2019 04:23:00 PM,2,0,0,,N,279124,11,Front to Rear,2,RAIN,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,REEVES RD & ANTIOCH PKE,ANTIOCH,TN,37013,8893,SOUTH,36.0655,-86.68,POINT (-86.68 36.0655)
20190279120,04/11/2019 02:40:00 PM,2,0,0,,N,298858,16,Rear to Side,21,CLEAR,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,11TH AVN & PORTER ST,NASHVILLE,TN,37203,4117,CENTRA,36.1582,-86.787,POINT (-86.787 36.1582)
20190025590,01/10/2019 05:42:00 PM,2,0,0,,N,267831,4,ANGLE,21,CLEAR,3,DARK - LIGHTED,12,MOTOR VEHICLE IN TRANSPORT,MCCRORY LN & NEWSOM STATION RD,NASHVILLE,TN,37221,4713,WEST,36.0784,-87.0219,POINT (-87.0219 36.0784)
20190223282,03/22/2019 10:39:00 AM,2,0,0,,N,320601,5,SIDESWIPE - SAME DIRECTION,21,CLEAR,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,BELL RD & HICKORY HOLLOW PKWY,ANTIOCH,TN,37013,8863,SOUTH,36.0896,-86.6884,POINT (-86.6884 36.0896)
20190465146,06/19/2019 01:30:00 PM,2,0,0,,N,594473,4,ANGLE,21,CLEAR,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,POWELL AV & ARMORY OAKS DR,NASHVILLE,TN,37204,8525,MIDTOW,36.1035,-86.7627,POINT (-86.7627 36.1035)
20190522028,07/12/2019 09:55:00 AM,3,0,0,,N,134899,4,ANGLE,21,CLEAR,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,CENTRAL PKE & OLD HICKORY BLVD,HERMITAGE,TN,37076,9557,HERMIT,36.1736,-86.6021,POINT (-86.6021 36.1736)
20190467714,06/20/2019 09:57:00 AM,2,0,0,,N,191578,11,Front to Rear,2,RAIN,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,ELM HILL PKE & LANNIE BOSWELL AV,NASHVILLE,TN,37210,9013,HERMIT,36.1439,-86.7356,POINT (-86.7356 36.1439)
20190441983,06/10/2019 07:32:00 PM,1,0,0,,N,345098,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,1,DAYLIGHT,8,PEDESTRIAN,MM 209 3 I 40,NASHVILLE,TN,37203,40041,CENTRA,36.1537,-86.7878,POINT (-86.7878 36.1537)
20190266547,04/07/2019 01:01:00 AM,1,0,0,,N,279197,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,3,DARK - LIGHTED,24,GUARDRAIL FACE,PORTER RD & STRAIGHTWAY AV,NASHVILLE,TN,37206,1337,EAST,36.1918,-86.7275,POINT (-86.7275 36.1918)
20190512177,07/08/2019 12:19:00 PM,3,0,0,,Y,226622,11,Front to Rear,21,CLEAR,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,MM 1 4 I 440,NASHVILLE,TN,37209,52320,WEST,36.1496,-86.8227,POINT (-86.8227 36.1496)
20190141089,02/21/2019 12:00:00 AM,2,0,0,,N,298865,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,1,DAYLIGHT,16,THROWN OR FALLING OBJECT,MM 89 2 I 65,NASHVILLE,TN,37207,18062,EAST,36.233,-86.7685,POINT (-86.7685 36.233)
20190499136,07/02/2019 05:03:00 PM,2,0,0,,N,197054,11,Front to Rear,21,CLEAR,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,MM 214 4 I 40,NASHVILLE,TN,37210,90061,HERMIT,36.1431,-86.7063,POINT (-86.7063 36.1431)
20190235050,03/26/2019 04:01:00 PM,2,5,1,,N,256383,4,ANGLE,21,CLEAR,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,NOLENSVILLE PKE & MCCLAIN AV,NASHVILLE,TN,37211,8343,MIDTOW,36.1129,-86.7463,POINT (-86.7463 36.1129)
20190506882,07/05/2019 04:00:00 PM,2,0,0,,N,134899,4,ANGLE,21,CLEAR,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,OLD HICKORY BLVD & PLANTATION DR,OLD HICKORY,TN,37138,9739,HERMIT,36.2006,-86.6209,POINT (-86.6209 36.2006)
20190377519,05/17/2019 07:22:00 AM,2,0,0,,N,419952,11,Front to Rear,21,CLEAR,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,CHARLOTTE PKE & SAWYER BROWN RD,NASHVILLE,TN,37221,4711,WEST,36.1149,-86.9259,POINT (-86.9259 36.1149)
20190137919,02/20/2019 05:47:00 AM,2,0,0,,N,191578,4,ANGLE,2,RAIN,4,DAWN,12,MOTOR VEHICLE IN TRANSPORT,I40 W ENT RAMP & I 40,NASHVILLE,TN,37210,9007,HERMIT,36.1484,-86.7454,POINT (-86.7454 36.1484)
20190123492,02/14/2019 06:32:00 PM,2,0,0,,N,240957,4,ANGLE,21,CLEAR,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,HARDING PL & DANBY DR,NASHVILLE,TN,37211,8607,MIDTOW,36.0786,-86.7452,POINT (-86.7452 36.0786)
20190059874,01/23/2019 02:58:00 PM,2,0,0,,N,212322,11,Front to Rear,2,RAIN,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,ANTIOCH PKE & HAYSTACK LN,NASHVILLE,TN,37211,8851,SOUTH,36.0709,-86.6844,POINT (-86.6844 36.0709)
20190499112,07/02/2019 04:54:00 PM,2,0,0,,N,256383,11,Front to Rear,21,CLEAR,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,MM 53 5 I 24,NASHVILLE,TN,37210,88141,SOUTH,36.1122,-86.7232,POINT (-86.7232 36.1122)
20190164083,03/01/2019 11:30:00 AM,2,0,0,,N,665896,4,ANGLE,22,CLOUDY,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,GALLATIN PKE & E TRINITY LN,NASHVILLE,TN,37216,1837,EAST,36.205,-86.7376,POINT (-86.7376 36.205)
20190335010,05/01/2019 12:15:00 PM,2,0,0,,N,676834,11,Front to Rear,21,CLEAR,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,6TH AVN & JEFFERSON ST,NASHVILLE,TN,37208,4237,CENTRA,36.1739,-86.7887,POINT (-86.7887 36.1739)
20190043969,01/17/2019 12:15:00 PM,2,0,0,,N,226136,4,ANGLE,22,CLOUDY,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,HILLSBORO PKE & GREEN HILLS VILLAGE DR,NASHVILLE,TN,37215,6411,MIDTOW,36.107,-86.8132,POINT (-86.8132 36.107)
20190428970,06/05/2019 03:14:00 PM,2,0,0,,N,151132,5,SIDESWIPE - SAME DIRECTION,21,CLEAR,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,BRILEY PKWY W EXT RAMP & BRICK CHURCH PK,NASHVILLE,TN,37207,2033,MADISO,36.2397,-86.7808,POINT (-86.7808 36.2397)
20190310070,04/22/2019 06:45:00 PM,2,0,0,,N,330413,11,Front to Rear,21,CLEAR,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,MM 77 0 I 65,NASHVILLE,TN,37220,86042,MIDTOW,36.0708,-86.7697,POINT (-86.7697 36.0708)
20190384359,05/20/2019 07:40:00 AM,2,0,0,,N,342952,5,SIDESWIPE - SAME DIRECTION,21,CLEAR,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,HARDING PL & I24 W EXT RAMP,NASHVILLE,TN,37211,8889,SOUTH,36.0864,-86.6989,POINT (-86.6989 36.0864)
20190054697,01/21/2019 06:05:00 PM,2,1,0,,N,909485,5,SIDESWIPE - SAME DIRECTION,21,CLEAR,3,DARK - LIGHTED,12,MOTOR VEHICLE IN TRANSPORT,MM 79 2 I 65,NASHVILLE,TN,37204,8504,MIDTOW,36.1029,-86.7655,POINT (-86.7655 36.1029)
20190502385,07/03/2019 07:02:00 PM,2,0,0,,Y,151132,3,REAR-TO-REAR,21,CLEAR,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,MYATT DR & GALLATIN PKEN,MADISON,TN,37115,1731,MADISO,36.2967,-86.699,POINT (-86.699 36.2967)
20190403982,05/27/2019 08:29:00 AM,2,1,0,,N,594473,11,Front to Rear,21,CLEAR,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,OLD HICKORY BLVD & NOEL DR,BRENTWOOD,TN,37027,6301,MIDTOW,36.0448,-86.8489,POINT (-86.8489 36.0448)
20190474807,06/23/2019 08:25:00 AM,1,0,0,Y,N,909494,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,22,CLOUDY,1,DAYLIGHT,29,LUMINAIRE/LIGHT SUPPORT,I24 W EXT RAMP & I 24,NASHVILLE,TN,37211,8829,SOUTH,36.1074,-86.7197,POINT (-86.7197 36.1074)
20190066435,01/25/2019 05:42:00 PM,2,0,0,,Y,256386,11,Front to Rear,21,CLEAR,3,DARK - LIGHTED,12,MOTOR VEHICLE IN TRANSPORT,THOMPSON PL & US HWY 41,NASHVILLE,TN,37217,8821,HERMIT,36.1268,-86.7104,POINT (-86.7104 36.1268)
20190206408,03/16/2019 08:02:00 PM,2,0,0,,N,306230,4,ANGLE,21,CLEAR,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,W TRINITY LN & BRICK CHURCH PKE,NASHVILLE,TN,37207,3003,NORTH,36.2066,-86.7779,POINT (-86.7779 36.2066)
20190165051,03/01/2019 06:16:00 PM,1,0,0,Y,N,909486,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,3,DARK - LIGHTED,24,GUARDRAIL FACE,EDMONDSON PKE & CLOVERLAND DR,NASHVILLE,TN,37211,8651,MIDTOW,36.0295,-86.7441,POINT (-86.7441 36.0295)
20190385166,05/20/2019 01:37:00 PM,2,1,0,,N,348631,11,Front to Rear,21,CLEAR,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,MM 87 2 I 65,NASHVILLE,TN,37207,18020,EAST,36.2054,-86.7764,POINT (-86.7764 36.2054)
20190273592,04/09/2019 06:09:00 PM,2,1,0,,N,256389,4,ANGLE,21,CLEAR,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,PORTLAND AV & MAGNOLIA BLVD,NASHVILLE,TN,37212,6607,MIDTOW,36.1332,-86.8013,POINT (-86.8013 36.1332)
20190549513,07/23/2019 12:50:00 PM,2,0,0,,N,352214,11,Front to Rear,21,CLEAR,1,DAYLIGHT,14,PARKED MOTOR VEHICLE,JO JOHNSTON AV & CHARLOTTE AV,NASHVILLE,TN,37203,5357,NORTH,36.1578,-86.8029,POINT (-86.8029 36.1578)
20190123138,02/14/2019 04:36:00 PM,2,0,0,,N,256383,11,Front to Rear,21,CLEAR,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,MM 55 4 I 24,NASHVILLE,TN,37211,8812,SOUTH,36.0901,-86.7031,POINT (-86.7031 36.0901)
20190046331,01/18/2019 07:32:00 AM,2,0,0,,N,716886,11,Front to Rear,2,RAIN,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,MURFREESBORO PKE & MOUNTAIN SPRINGS RD,ANTIOCH,TN,37013,8927,SOUTH,36.0478,-86.6121,POINT (-86.6121 36.0478)
20190426090,06/04/2019 02:33:00 PM,2,0,0,,N,298868,11,Front to Rear,21,CLEAR,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,MM 205 5 I 40,NASHVILLE,TN,37209,52040,WEST,36.1549,-86.8305,POINT (-86.8305 36.1549)
20190224277,03/22/2019 05:20:00 PM,2,1,0,,N,212338,4,ANGLE,21,CLEAR,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,NOLENSVILLE PKE & OLD HICKORY BLVD,NASHVILLE,TN,37211,8717,SOUTH,36.0454,-86.7133,POINT (-86.7133 36.0454)
20190312275,04/23/2019 09:10:00 AM,2,1,0,,Y,226136,11,Front to Rear,22,CLOUDY,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,MM 5 8 I 440,NASHVILLE,TN,37204,83062,MIDTOW,36.1217,-86.7596,POINT (-86.7596 36.1217)
20190447404,06/12/2019 05:03:00 PM,2,0,0,,Y,433550,6,SIDESWIPE - OPPOSITE DIRECTION,21,CLEAR,1,DAYLIGHT,13,MOTOR VEHICLE IN TRANSPORT-OTHER ROADWAY,INDUSTRIAL DR & OLD HICKORY BLVD,OLD HICKORY,TN,37138,9611,HERMIT,36.267,-86.657,POINT (-86.657 36.267)
20190162355,02/28/2019 07:04:00 PM,2,0,0,,Y,299266,5,SIDESWIPE - SAME DIRECTION,21,CLEAR,2,DARK - NOT LIGHTED,12,MOTOR VEHICLE IN TRANSPORT,MM 57 4 I 24,ANTIOCH,TN,37013,88080,SOUTH,36.0649,-86.6847,POINT (-86.6847 36.0649)
20190191690,03/11/2019 04:42:00 PM,2,0,0,,Y,330435,11,Front to Rear,21,CLEAR,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,MM 86 5 I 65,NASHVILLE,TN,37207,3006,NORTH,36.1946,-86.7762,POINT (-86.7762 36.1946)
20190020645,01/09/2019 01:22:00 AM,1,0,0,,N,240956,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,3,DARK - LIGHTED,1,,I65 N ENT RAMP & I 65,NASHVILLE,TN,37207,1829,EAST,36.209,-86.7759,POINT (-86.7759 36.209)
20190560682,07/27/2019 08:50:00 PM,2,0,0,,N,161946,4,ANGLE,21,CLEAR,2,DARK - NOT LIGHTED,14,PARKED MOTOR VEHICLE,FLAMINGO DR & SLAYDON DR,NASHVILLE,TN,37207,1835,EAST,36.2107,-86.7555,POINT (-86.7555 36.2107)
20190400771,05/25/2019 06:47:00 PM,2,2,0,,N,299241,11,Front to Rear,21,CLEAR,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,ROBINSON RD & MARTINGALE DR,OLD HICKORY,TN,37138,9619,HERMIT,36.2562,-86.6545,POINT (-86.6545 36.2562)
20190246337,03/30/2019 02:06:00 PM,2,0,0,,N,279225,11,Front to Rear,21,CLEAR,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,WOODLAND POINTE DR & BELL RD,NASHVILLE,TN,37214,8943,HERMIT,36.1227,-86.6305,POINT (-86.6305 36.1227)
20190121206,02/14/2019 02:36:00 AM,1,3,0,Y,N,212321,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,3,DARK - LIGHTED,30,UTILITY POLE,NOLENSVILLE PKE & I440 W EXT RAMP,NASHVILLE,TN,37211,8043,MIDTOW,36.1241,-86.7517,POINT (-86.7517 36.1241)
20190539153,07/19/2019 06:50:00 AM,2,0,0,,N,716886,11,Front to Rear,21,CLEAR,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,GLENROSE AV & FOSTER AV,NASHVILLE,TN,37210,8105,SOUTH,36.1254,-86.7424,POINT (-86.7424 36.1254)
20190508717,07/06/2019 01:10:00 PM,2,0,0,,N,633390,4,ANGLE,21,CLEAR,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,GALLATIN PKE & HART LN,NASHVILLE,TN,37216,1441,EAST,36.2116,-86.7326,POINT (-86.7326 36.2116)
20190529874,07/15/2019 08:50:00 PM,2,0,0,,Y,279200,5,SIDESWIPE - SAME DIRECTION,21,CLEAR,3,DARK - LIGHTED,12,MOTOR VEHICLE IN TRANSPORT,4TH AVN & BROADWAY,NASHVILLE,TN,37203,4091,CENTRA,36.161,-86.7772,POINT (-86.7772 36.161)
20190155304,02/26/2019 09:56:00 AM,2,0,0,,N,716886,16,Rear to Side,21,CLEAR,1,DAYLIGHT,14,PARKED MOTOR VEHICLE,WINDING CREEK DR & GLEN HAVEN DR,ANTIOCH,TN,37013,8771,SOUTH,35.9836,-86.6184,POINT (-86.6184 35.9836)
20190304689,04/20/2019 03:52:00 PM,1,0,0,Y,Y,279194,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,1,DAYLIGHT,34,DITCH,I65 S EXT RAMP & CLAY ST,NASHVILLE,TN,37208,4403,NORTH,36.1865,-86.7964,POINT (-86.7964 36.1865)
20190195365,03/12/2019 12:00:00 AM,2,0,0,,Y,212344,9,UNKNOWN,21,CLEAR,9,UNKNOWN,14,PARKED MOTOR VEHICLE,RUSSELL ST & S 13TH ST,NASHVILLE,TN,37206,1209,EAST,36.175,-86.748,POINT (-86.748 36.175)
20190552636,07/24/2019 02:23:00 PM,2,0,0,,N,256380,11,Front to Rear,21,CLEAR,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,ROSA L PARKS BLVD & I65 S EXT RAMP,NASHVILLE,TN,37208,4405,NORTH,36.1861,-86.7984,POINT (-86.7984 36.1861)
20190391295,05/22/2019 02:00:00 PM,2,0,0,,N,716886,5,SIDESWIPE - SAME DIRECTION,21,CLEAR,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,MURFREESBORO PKE & I24 W EXT RAMP,NASHVILLE,TN,37217,8801,SOUTH,36.1348,-86.7236,POINT (-86.7236 36.1348)
20190459060,06/18/2019 08:10:00 AM,2,1,0,,N,224953,11,Front to Rear,21,CLEAR,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,SPRING ST & N 1ST ST,NASHVILLE,TN,37213,1985,CENTRA,36.177,-86.7746,POINT (-86.7746 36.177)
20190280713,04/12/2019 12:00:00 AM,1,0,0,,N,299274,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,22,CLOUDY,3,DARK - LIGHTED,29,LUMINAIRE/LIGHT SUPPORT,MM 212 2 I 40,NASHVILLE,TN,37210,90041,HERMIT,36.1458,-86.7414,POINT (-86.7414 36.1458)
20190168702,03/03/2019 12:00:00 AM,2,0,0,,Y,620067,9,UNKNOWN,2,RAIN,1,DAYLIGHT,14,PARKED MOTOR VEHICLE,MILL CREEK WHITTEMORE GRNWY & CEDARHILL,ANTIOCH,TN,37013,8757,SOUTH,36.0415,-86.711,POINT (-86.711 36.0415)
20190523857,07/13/2019 01:20:00 AM,2,0,0,,N,299269,98,OTHER,21,CLEAR,2,DARK - NOT LIGHTED,14,PARKED MOTOR VEHICLE,HAMPTON ST & AVONDALE CIR,NASHVILLE,TN,37207,3019,NORTH,36.2089,-86.7791,POINT (-86.7791 36.2089)
20190210606,03/18/2019 02:30:00 PM,2,1,0,,N,320580,4,ANGLE,21,CLEAR,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,MM 211 1 I 40,NASHVILLE,TN,37210,8008,HERMIT,36.1539,-86.7571,POINT (-86.7571 36.1539)
20190557774,07/26/2019 01:35:00 PM,2,0,0,,Y,134899,5,SIDESWIPE - SAME DIRECTION,21,CLEAR,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,MM 49 0 I 24,NASHVILLE,TN,37206,10040,EAST,36.1664,-86.7647,POINT (-86.7647 36.1664)
20190569677,07/31/2019 02:50:00 PM,2,0,0,,N,714641,11,Front to Rear,21,CLEAR,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,I24 W EXT RAMP & I 24,NASHVILLE,TN,37211,8829,SOUTH,36.1074,-86.7197,POINT (-86.7197 36.1074)
20190473219,06/22/2019 12:08:00 PM,2,1,0,,N,140790,11,Front to Rear,2,RAIN,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,SAUNDERSVILLE RD & SHUTE LN,OLD HICKORY,TN,37138,9721,HERMIT,36.2263,-86.6032,POINT (-86.6032 36.2263)
20190084837,01/31/2019 11:00:00 PM,1,0,0,Y,N,571321,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,22,CLOUDY,3,DARK - LIGHTED,30;33,UTILITY POLE;CURB,21ST AVS & PORTLAND AV,NASHVILLE,TN,37212,6607,MIDTOW,36.1332,-86.8013,POINT (-86.8013 36.1332)
20190413495,05/30/2019 04:30:00 PM,2,0,0,,N,420040,5,SIDESWIPE - SAME DIRECTION,22,CLOUDY,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,14TH AVS & I40 E ENT RAMP,NASHVILLE,TN,37203,5701,MIDTOW,36.1541,-86.7888,POINT (-86.7888 36.1541)
20190513795,07/09/2019 06:44:00 AM,2,0,0,,N,161952,11,Front to Rear,21,CLEAR,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,ASHLAND CITY HWY & ASHLAND CITY HWY WB E,NASHVILLE,TN,37218,3201,NORTH,36.2101,-86.8731,POINT (-86.8731 36.2101)
20190486191,06/27/2019 01:23:00 PM,2,0,0,,N,267831,11,Front to Rear,21,CLEAR,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,CHARLOTTE PKE & BROOK HOLLOW RD,NASHVILLE,TN,37205,5011,WEST,36.1354,-86.8864,POINT (-86.8864 36.1354)
20190126716,02/15/2019 11:00:00 PM,1,0,0,,N,206672,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,2,RAIN,3,DARK - LIGHTED,64;71,Ran Off Road-Left;EMBANKMENT EARTH,5000 GALLATIN PKES,MADISON,TN,37115,1517,MADISO,36.2436,-86.7224,POINT (-86.7224 36.2436)
20190185727,03/09/2019 12:00:00 AM,1,0,0,,Y,320602,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,2,DARK - NOT LIGHTED,42,TREE,MCCRORY CREEK RD & CENTERVIEW DR,NASHVILLE,TN,37214,9413,HERMIT,36.1554,-86.6376,POINT (-86.6376 36.1554)
20190032574,01/13/2019 01:48:00 PM,2,3,0,,N,824610,4,ANGLE,2,RAIN,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,JACKSON DOWNS BLVD & LEBANON PKE,NASHVILLE,TN,37214,9403,HERMIT,36.1853,-86.6365,POINT (-86.6365 36.1853)
20190178699,03/06/2019 04:52:00 PM,2,2,0,,N,311803,4,ANGLE,21,CLEAR,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,HARDING PL & COVENTRY DR,NASHVILLE,TN,37211,8609,MIDTOW,36.0789,-86.7284,POINT (-86.7284 36.0789)
20190380362,05/18/2019 08:25:00 AM,2,2,0,,N,462474,4,ANGLE,21,CLEAR,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,HARDING PL & I65 N EXT RAMP,NASHVILLE,TN,37220,8601,MIDTOW,36.0821,-86.7617,POINT (-86.7617 36.0821)
20190047803,01/18/2019 05:39:00 PM,2,0,0,,N,330412,5,SIDESWIPE - SAME DIRECTION,21,CLEAR,3,DARK - LIGHTED,12,MOTOR VEHICLE IN TRANSPORT,CHARLOTTE PKE & ORLANDO AV,NASHVILLE,TN,37209,5103,WEST,36.1505,-86.8566,POINT (-86.8566 36.1505)
20190380693,05/18/2019 12:45:00 PM,2,1,0,,Y,212325,4,ANGLE,21,CLEAR,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,SKYLINE COMMONS PVTDR & DOVERSIDE DR,NASHVILLE,TN,37207,2011,MADISO,36.2442,-86.7622,POINT (-86.7622 36.2442)
20190221027,03/21/2019 02:33:00 PM,2,0,0,,N,256379,4,ANGLE,21,CLEAR,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,ANTIOCH PKE & MIMOSA DR,NASHVILLE,TN,37211,8401,SOUTH,36.1009,-86.7263,POINT (-86.7263 36.1009)
20190381295,05/18/2019 08:14:00 PM,2,0,0,,N,298877,5,SIDESWIPE - SAME DIRECTION,21,CLEAR,3,DARK - LIGHTED,12,MOTOR VEHICLE IN TRANSPORT,MM 52 5 I 24,NASHVILLE,TN,37217,8816,SOUTH,36.1256,-86.7279,POINT (-86.7279 36.1256)
